age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
78,retired,married,basic.4y,no,no,no,cellular,jul,mon,1148,1,999,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,yes
27,services,single,high.school,no,no,no,cellular,jul,fri,423,3,999,0,nonexistent,-1.7,94.215,-40.3,0.79,4991.6,yes
38,blue-collar,single,university.degree,unknown,no,no,telephone,may,fri,894,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,yes
32,services,married,basic.4y,unknown,no,no,cellular,jul,mon,891,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
35,admin.,married,high.school,unknown,no,no,cellular,may,fri,585,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
26,technician,single,professional.course,no,yes,no,cellular,sep,fri,249,1,3,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes
80,retired,married,basic.4y,no,no,no,cellular,may,mon,382,1,3,3,success,-1.8,93.876,-40,0.697,5008.7,yes
32,admin.,single,university.degree,no,yes,no,cellular,may,wed,412,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
33,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1183,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
44,services,divorced,high.school,no,no,no,cellular,may,mon,903,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
39,admin.,divorced,university.degree,no,no,yes,cellular,jul,mon,375,3,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,yes
44,admin.,divorced,high.school,no,yes,no,telephone,nov,mon,1628,2,6,1,success,-3.4,92.649,-30.1,0.719,5017.5,yes
54,retired,married,basic.4y,no,yes,no,cellular,apr,fri,840,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
29,blue-collar,single,basic.9y,no,no,yes,cellular,oct,wed,107,2,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,yes
31,student,single,unknown,no,yes,no,cellular,aug,mon,868,3,18,3,failure,-1.7,94.027,-38.3,0.898,4991.6,yes
29,admin.,married,university.degree,no,no,yes,cellular,jun,tue,347,3,5,1,success,-1.7,94.055,-39.8,0.702,4991.6,yes
33,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed,351,3,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,yes
36,admin.,unknown,university.degree,no,yes,no,cellular,aug,wed,529,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
44,services,divorced,high.school,no,yes,no,cellular,may,thu,533,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
27,admin.,single,university.degree,no,yes,no,cellular,aug,wed,429,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes
41,admin.,married,university.degree,no,no,no,cellular,aug,tue,766,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
29,services,single,high.school,no,yes,yes,cellular,jun,wed,431,2,999,2,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
37,technician,single,university.degree,no,yes,no,cellular,aug,tue,481,2,999,4,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
55,admin.,married,high.school,no,no,yes,cellular,apr,wed,307,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
50,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,1130,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
48,management,married,university.degree,no,yes,yes,cellular,nov,tue,747,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
33,blue-collar,single,high.school,no,no,no,cellular,may,mon,2301,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
43,technician,married,professional.course,no,no,no,cellular,may,thu,460,1,999,1,failure,-1.8,93.876,-40,0.699,5008.7,yes
30,admin.,married,university.degree,no,yes,no,cellular,apr,tue,496,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
34,admin.,single,university.degree,no,yes,no,cellular,mar,tue,568,1,6,3,success,-1.8,93.369,-34.8,0.652,5008.7,yes
47,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,1334,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
42,technician,married,professional.course,no,no,no,cellular,aug,thu,295,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,yes
41,entrepreneur,married,university.degree,no,yes,no,telephone,may,wed,1138,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
33,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,1019,11,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
51,admin.,married,university.degree,no,yes,no,cellular,aug,thu,212,1,999,0,nonexistent,-2.9,92.201,-31.4,0.829,5076.2,yes
36,management,divorced,university.degree,no,yes,no,cellular,jun,mon,422,1,3,4,success,-1.7,94.055,-39.8,0.72,4991.6,yes
86,retired,married,unknown,unknown,yes,no,cellular,sep,tue,340,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,yes
37,technician,single,university.degree,no,yes,no,cellular,jun,fri,300,1,999,2,failure,-1.7,94.055,-39.8,0.748,4991.6,yes
30,self-employed,married,university.degree,no,no,no,cellular,jun,mon,212,4,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,yes
31,self-employed,single,university.degree,no,no,no,cellular,dec,wed,854,1,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,yes
28,unemployed,single,basic.9y,no,no,yes,cellular,aug,tue,261,1,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
42,technician,married,high.school,no,yes,no,cellular,apr,thu,163,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
37,technician,married,university.degree,no,yes,no,cellular,oct,wed,364,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,yes
32,technician,single,university.degree,unknown,no,no,telephone,may,wed,857,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
36,self-employed,single,university.degree,no,no,yes,cellular,jun,mon,458,1,4,4,success,-1.7,94.055,-39.8,0.72,4991.6,yes
32,unemployed,single,professional.course,no,yes,yes,cellular,jun,wed,310,1,999,0,nonexistent,-1.7,94.055,-39.8,0.704,4991.6,yes
76,retired,married,professional.course,unknown,yes,no,cellular,jun,tue,352,1,3,1,success,-1.7,94.055,-39.8,0.761,4991.6,yes
56,technician,divorced,university.degree,no,no,no,cellular,nov,fri,178,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,yes
31,student,single,unknown,no,no,no,cellular,may,thu,243,2,999,1,failure,-1.8,93.876,-40,0.677,5008.7,yes
41,admin.,married,university.degree,no,yes,no,cellular,nov,tue,95,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
35,admin.,married,university.degree,no,yes,no,cellular,apr,thu,330,1,10,1,success,-1.8,93.749,-34.6,0.644,5008.7,yes
40,unemployed,single,basic.4y,no,no,no,cellular,jun,tue,355,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,yes
29,admin.,single,university.degree,no,no,no,cellular,jul,wed,873,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
39,admin.,married,basic.6y,unknown,no,no,cellular,jul,wed,1176,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
39,unemployed,single,university.degree,no,yes,no,cellular,dec,mon,387,1,6,2,success,-3,92.713,-33,0.706,5023.5,yes
30,admin.,single,university.degree,no,yes,no,cellular,jun,wed,617,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
39,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,476,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
26,admin.,married,high.school,no,yes,no,cellular,nov,fri,338,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
32,admin.,married,high.school,no,yes,no,cellular,may,mon,689,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes
31,blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,458,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
46,technician,divorced,university.degree,no,yes,no,cellular,nov,fri,796,5,999,1,failure,-0.1,93.2,-42,4.021,5195.8,yes
31,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,662,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
31,admin.,married,professional.course,no,no,yes,cellular,dec,mon,367,2,999,1,failure,-3,92.713,-33,0.709,5023.5,yes
52,retired,married,basic.4y,no,no,no,telephone,jun,wed,633,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
36,blue-collar,single,basic.6y,no,no,no,cellular,nov,tue,238,1,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,yes
57,admin.,divorced,high.school,no,no,no,cellular,sep,tue,473,1,3,5,success,-1.1,94.199,-37.5,0.877,4963.6,yes
32,services,single,unknown,no,no,yes,cellular,jul,thu,415,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,yes
58,retired,married,basic.4y,unknown,no,no,telephone,may,tue,1045,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
28,technician,single,university.degree,no,yes,no,cellular,may,tue,326,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
37,admin.,single,university.degree,no,yes,no,cellular,apr,thu,261,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
47,admin.,married,high.school,no,yes,no,cellular,aug,mon,1152,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
51,admin.,married,university.degree,no,yes,no,cellular,jul,fri,139,5,999,0,nonexistent,-2.9,92.469,-33.6,0.921,5076.2,yes
48,management,married,basic.9y,no,yes,no,cellular,may,tue,725,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
30,admin.,single,university.degree,no,yes,no,cellular,jul,thu,873,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
50,admin.,married,university.degree,no,yes,no,cellular,nov,mon,183,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
57,retired,married,professional.course,no,yes,no,cellular,jun,mon,166,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
44,admin.,married,university.degree,no,yes,no,cellular,aug,thu,254,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
31,unemployed,single,university.degree,no,yes,no,cellular,mar,tue,180,1,10,1,success,-1.8,93.369,-34.8,0.646,5008.7,yes
39,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,504,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
33,admin.,single,university.degree,no,no,no,cellular,jun,wed,206,1,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,yes
30,technician,single,university.degree,no,yes,no,cellular,jun,fri,166,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
39,technician,married,professional.course,no,no,no,telephone,oct,thu,171,1,999,0,nonexistent,-0.1,93.798,-40.4,4.921,5195.8,yes
36,admin.,single,high.school,no,yes,no,cellular,aug,fri,159,1,3,2,success,-2.9,92.201,-31.4,0.849,5076.2,yes
21,student,single,high.school,no,no,no,cellular,oct,tue,362,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,yes
31,admin.,married,high.school,no,no,no,telephone,jun,thu,952,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
43,technician,married,university.degree,unknown,unknown,unknown,cellular,may,tue,426,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,yes
55,admin.,divorced,high.school,no,yes,no,cellular,aug,tue,244,2,6,3,success,-1.7,94.027,-38.3,0.904,4991.6,yes
38,housemaid,divorced,university.degree,no,no,no,cellular,nov,wed,403,2,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,yes
48,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,268,1,3,3,success,-1.8,93.876,-40,0.668,5008.7,yes
53,services,married,unknown,no,yes,no,cellular,jun,tue,501,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
31,technician,married,professional.course,no,no,no,cellular,jul,thu,3643,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
27,admin.,single,high.school,unknown,no,no,cellular,jul,mon,1105,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
34,management,married,high.school,no,yes,no,cellular,jul,tue,838,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
31,blue-collar,divorced,high.school,no,yes,no,cellular,may,wed,829,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
27,services,single,university.degree,no,yes,no,cellular,mar,mon,104,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes
28,management,married,university.degree,no,no,no,telephone,jun,wed,771,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
47,housemaid,married,university.degree,no,yes,no,cellular,aug,mon,232,2,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,yes
33,management,single,university.degree,no,yes,yes,cellular,apr,wed,1176,1,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,yes
31,technician,single,university.degree,no,yes,no,cellular,nov,mon,984,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,yes
38,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,693,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
30,student,single,high.school,no,no,no,cellular,aug,tue,592,3,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
32,services,married,high.school,no,yes,no,telephone,may,wed,628,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
35,technician,single,professional.course,no,yes,no,cellular,nov,thu,192,2,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
41,admin.,single,unknown,no,yes,yes,telephone,may,mon,1111,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
22,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,848,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
52,technician,married,professional.course,no,yes,yes,cellular,sep,mon,211,1,999,1,failure,-3.4,92.379,-29.8,0.797,5017.5,yes
29,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,254,3,3,1,success,-2.9,92.201,-31.4,0.873,5076.2,yes
50,technician,married,professional.course,no,yes,no,telephone,may,fri,855,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,yes
29,admin.,married,university.degree,no,yes,no,cellular,may,mon,565,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
38,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,992,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
26,admin.,single,high.school,no,no,no,telephone,may,fri,619,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,yes
34,admin.,single,university.degree,no,no,no,cellular,sep,fri,260,3,3,2,success,-3.4,92.379,-29.8,0.773,5017.5,yes
41,technician,married,professional.course,no,unknown,unknown,cellular,jun,tue,318,1,4,3,success,-2.9,92.963,-40.8,1.262,5076.2,yes
32,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,459,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
57,self-employed,married,university.degree,no,no,yes,cellular,jul,thu,1441,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
58,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,570,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
38,technician,married,professional.course,no,yes,yes,cellular,mar,thu,63,2,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,yes
55,entrepreneur,single,unknown,unknown,no,no,telephone,jul,wed,542,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
33,admin.,single,university.degree,no,yes,no,telephone,oct,thu,166,3,6,2,success,-3.4,92.431,-26.9,0.74,5017.5,yes
39,services,married,high.school,no,yes,no,cellular,may,thu,328,2,6,3,success,-1.8,93.876,-40,0.683,5008.7,yes
59,admin.,married,university.degree,no,no,no,telephone,oct,tue,85,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,yes
53,entrepreneur,married,basic.4y,no,yes,yes,cellular,apr,tue,398,2,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes
48,management,married,university.degree,no,yes,no,cellular,oct,wed,294,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,yes
62,admin.,married,high.school,no,no,no,telephone,mar,mon,163,2,999,0,nonexistent,-1.8,92.843,-50,1.52,5099.1,yes
24,services,single,high.school,no,no,no,cellular,jul,thu,1150,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,yes
50,technician,single,university.degree,no,yes,no,telephone,apr,fri,634,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes
46,admin.,divorced,high.school,no,yes,no,cellular,jun,mon,372,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
42,technician,married,professional.course,no,no,no,cellular,may,mon,377,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
41,admin.,married,basic.6y,no,no,no,cellular,apr,fri,1203,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,yes
56,retired,married,high.school,no,yes,yes,cellular,jul,fri,308,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,yes
32,admin.,single,university.degree,no,no,no,cellular,aug,wed,823,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
57,admin.,married,unknown,no,yes,no,cellular,dec,wed,391,2,999,0,nonexistent,-3,92.713,-33,0.706,5023.5,yes
61,admin.,married,university.degree,unknown,yes,no,cellular,jun,wed,1076,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
33,admin.,married,university.degree,no,yes,no,cellular,may,tue,165,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
33,services,single,university.degree,no,yes,no,cellular,oct,mon,252,2,3,2,success,-1.1,94.601,-49.5,0.977,4963.6,yes
34,admin.,single,university.degree,no,no,no,cellular,nov,thu,169,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes
41,services,married,high.school,no,yes,no,cellular,may,wed,314,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
21,student,single,high.school,no,no,no,cellular,oct,mon,328,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,yes
38,blue-collar,single,high.school,no,no,no,cellular,mar,wed,141,1,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,yes
44,services,married,unknown,no,no,yes,cellular,jun,mon,151,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
50,admin.,married,university.degree,no,yes,no,cellular,apr,fri,160,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,yes
50,services,married,basic.4y,unknown,yes,no,telephone,may,wed,507,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
47,admin.,married,university.degree,no,no,no,cellular,aug,wed,470,1,4,2,success,-1.7,94.027,-38.3,0.9,4991.6,yes
62,management,divorced,high.school,no,no,no,cellular,aug,mon,405,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,yes
28,admin.,divorced,university.degree,no,yes,no,cellular,may,thu,1148,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
39,technician,single,university.degree,unknown,no,yes,cellular,oct,fri,125,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes
60,admin.,married,professional.course,no,yes,no,cellular,apr,thu,571,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
28,admin.,married,high.school,no,yes,no,cellular,nov,tue,254,5,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
45,services,single,unknown,no,no,no,telephone,apr,fri,541,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
39,technician,single,professional.course,no,no,no,cellular,jul,mon,617,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
59,blue-collar,married,basic.4y,unknown,no,no,cellular,jun,wed,340,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,yes
